discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name
Wrestling,seoul-1988,"Super-Heavyweight, Greco-Roman (≤130 kilograms) Men",Men,BRONZE,Athlete,,Tomas JOHANSSON,Sweden
Wrestling,seoul-1988,"Middleweight, Freestyle (≤82 kilograms) Men",Men,GOLD,Athlete,,Myung-Woo HAN,Republic of Korea
Wrestling,seoul-1988,"Middleweight, Freestyle (≤82 kilograms) Men",Men,SILVER,Athlete,,Necmi GENCALP,Turkey
Wrestling,seoul-1988,"Middleweight, Freestyle (≤82 kilograms) Men",Men,BRONZE,Athlete,,Jozef LOHYNA,Czechoslovakia
Wrestling,seoul-1988,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,GOLD,Athlete,,Andras SIKE,Hungary
Wrestling,seoul-1988,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,SILVER,Athlete,,Stoyan BALOV,Bulgaria
Wrestling,seoul-1988,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Men,BRONZE,Athlete,,Babis Kholidis,Greece
Wrestling,seoul-1988,"Featherweight, Freestyle (≤62 kilograms) Men",Men,GOLD,Athlete,,John SMITH,United States of America
Wrestling,seoul-1988,"Featherweight, Freestyle (≤62 kilograms) Men",Men,SILVER,Athlete,,Stepan SARKISYAN,Soviet Union
Wrestling,seoul-1988,"Featherweight, Freestyle (≤62 kilograms) Men",Men,BRONZE,Athlete,,Simeon CHTEREV,Bulgaria
Wrestling,seoul-1988,"Light-Flyweight, Freestyle (≤48 kilograms) Men",Men,GOLD,Athlete,,Takashi KOBAYASHI,Japan
Wrestling,seoul-1988,"Light-Flyweight, Freestyle (≤48 kilograms) Men",Men,SILVER,Athlete,,Ivan TZONOV,Bulgaria
Wrestling,seoul-1988,"Light-Flyweight, Freestyle (≤48 kilograms) Men",Men,BRONZE,Athlete,,Sergey Karamchakov,Soviet Union
Wrestling,seoul-1988,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,GOLD,Athlete,,Atanas Slavov KOMCHEV,Bulgaria
Wrestling,seoul-1988,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,SILVER,Athlete,,Harri Matias KOSKELA,Finland
Wrestling,seoul-1988,"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Men,BRONZE,Athlete,,Vladimir POPOV,Soviet Union
Wrestling,seoul-1988,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",Men,GOLD,Athlete,,Davit Gobejishvili,Soviet Union
Wrestling,seoul-1988,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",Men,SILVER,Athlete,,Bruce Robert BAUMGARTNER,United States of America
Wrestling,seoul-1988,"Super-Heavyweight, Freestyle (≤130 kilograms) Men",Men,BRONZE,Athlete,,Andreas SCHRÖDER,German Democratic Republic (Germany)
Wrestling,seoul-1988,"Lightweight, Freestyle (≤68 kilograms) Men",Men,GOLD,Athlete,,Arsen FADZAEV,Soviet Union
Wrestling,seoul-1988,"Lightweight, Freestyle (≤68 kilograms) Men",Men,SILVER,Athlete,,Jang-Soon PARK,Republic of Korea
Wrestling,seoul-1988,"Lightweight, Freestyle (≤68 kilograms) Men",Men,BRONZE,Athlete,,Nathaniel CARR,United States of America
Wrestling,seoul-1988,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,GOLD,Athlete,,Sergey Beloglazov,Soviet Union
Wrestling,seoul-1988,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,SILVER,Athlete,,Asgari MOHAMMADIAN,Islamic Republic of Iran
Wrestling,seoul-1988,"Bantamweight, Freestyle (≤57 kilograms) Men",Men,BRONZE,Athlete,,Gyeong-Seon No,Republic of Korea
Wrestling,seoul-1988,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,GOLD,Athlete,,Vasile PUSCASU,Romania
Wrestling,seoul-1988,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,SILVER,Athlete,,Leri Khabelovi,Soviet Union
Wrestling,seoul-1988,"Heavyweight, Freestyle (≤100 kilograms) Men",Men,BRONZE,Athlete,,Bill Scherr,United States of America
Wrestling,seoul-1988,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,GOLD,Athlete,,Jon RÖNNINGEN,Norway
Wrestling,seoul-1988,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,SILVER,Athlete,,Atsuji MIYAHARA,Japan
Wrestling,seoul-1988,"Flyweight, Greco-Roman (≤52 kilograms) Men",Men,BRONZE,Athlete,,Jae-Suk LEE,Republic of Korea
Wrestling,seoul-1988,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,GOLD,Athlete,,Levon DJULFALAKIAN,Soviet Union
Wrestling,seoul-1988,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,SILVER,Athlete,,Sung Moon KIM,Republic of Korea
Wrestling,seoul-1988,"Lightweight, Greco-Roman (≤68 kilograms) Men",Men,BRONZE,Athlete,,Tapio SIPILA,Finland
Wrestling,seoul-1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,GOLD,Athlete,,Mitsuru SATO,Japan
Wrestling,seoul-1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,SILVER,Athlete,,Saban TRSTENA,Yugoslavia
Wrestling,seoul-1988,"Flyweight, Freestyle (≤52 kilograms) Men",Men,BRONZE,Athlete,,Vladimir TOHUZOV,Soviet Union
Wrestling,seoul-1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,GOLD,Athlete,,Andrzej WRONSKI,Poland
Wrestling,seoul-1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,SILVER,Athlete,,Gerhard HIMMEL,Federal Republic of Germany
Wrestling,seoul-1988,"Heavyweight, Greco-Roman (≤100 kilograms) Men",Men,BRONZE,Athlete,,Dennis Koslowski,United States of America
Wrestling,seoul-1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,GOLD,Athlete,,Young-Nam KIM,Republic of Korea
Wrestling,seoul-1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,SILVER,Athlete,,Daulet TURLYKHANOV,Soviet Union
Wrestling,seoul-1988,"Welterweight, Greco-Roman (≤74 kilograms) Men",Men,BRONZE,Athlete,,Jozef TRACZ,Poland
Wrestling,seoul-1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,GOLD,Athlete,,Mikhail MAMIASHVILI,Soviet Union
Wrestling,seoul-1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,SILVER,Athlete,,Tibor KOMAROMI,Hungary
Wrestling,seoul-1988,"Middleweight, Greco-Roman (≤82 kilograms) Men",Men,BRONZE,Athlete,,Sang-Kyu KIM,Republic of Korea
Wrestling,seoul-1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,GOLD,Athlete,,Kamandar MADZHIDOV,Soviet Union
Wrestling,seoul-1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,SILVER,Athlete,,Jivko VANGELOV,Bulgaria
Wrestling,seoul-1988,"Featherweight, Greco-Roman (≤62 kilograms) Men",Men,BRONZE,Athlete,,Dae-Hyun AN,Republic of Korea
Wrestling,seoul-1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,GOLD,Athlete,,Kenneth MONDAY,United States of America
Wrestling,seoul-1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,SILVER,Athlete,,Adlan VARAEV,Soviet Union
Wrestling,seoul-1988,"Welterweight, Freestyle (≤74 kilograms) Men",Men,BRONZE,Athlete,,Rakhmat Sukra SOFIYADI,Bulgaria
Wrestling,seoul-1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,GOLD,Athlete,,Vincenzo MAENZA,Italy
Wrestling,seoul-1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,SILVER,Athlete,,Andrzej GLAB,Poland
Wrestling,seoul-1988,"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Men,BRONZE,Athlete,,Bratan Tzenov TSENOV,Bulgaria
Water Polo,seoul-1988,water polo men,Men,GOLD,GameTeam,Yugoslavia team,,Yugoslavia
Water Polo,seoul-1988,water polo men,Men,SILVER,GameTeam,United States team,,United States of America
Water Polo,seoul-1988,water polo men,Men,BRONZE,GameTeam,Soviet Union team,,Soviet Union
Handball,seoul-1988,handball women,Women,GOLD,GameTeam,Republic of Korea team,,Republic of Korea
Handball,seoul-1988,handball women,Women,SILVER,GameTeam,Norway team,,Norway
Handball,seoul-1988,handball women,Women,BRONZE,GameTeam,Soviet Union team,,Soviet Union
Handball,seoul-1988,handball men,Men,GOLD,GameTeam,Soviet Union team,,Soviet Union
Handball,seoul-1988,handball men,Men,SILVER,GameTeam,Republic of Korea team,,Republic of Korea
Handball,seoul-1988,handball men,Men,BRONZE,GameTeam,Yugoslavia team,,Yugoslavia
Table Tennis,seoul-1988,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,Long-Can CHEN,People's Republic of China
Table Tennis,seoul-1988,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,Seiko ISEKI,People's Republic of China
Table Tennis,seoul-1988,doubles men,Men,SILVER,GameTeam,Yugoslavia team,Ilija LUPULESKU,Yugoslavia
Table Tennis,seoul-1988,doubles men,Men,SILVER,GameTeam,Yugoslavia team,Zoran PRIMORAC,Yugoslavia
Table Tennis,seoul-1988,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #2,Jae Hyung AN,Republic of Korea
Table Tennis,seoul-1988,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #2,Nam-Gyu Yu,Republic of Korea
Table Tennis,seoul-1988,Singles men,Men,GOLD,Athlete,,Nam-Gyu Yu,Republic of Korea
Table Tennis,seoul-1988,Singles men,Men,SILVER,Athlete,,Ki Taik KIM,Republic of Korea
Table Tennis,seoul-1988,Singles men,Men,BRONZE,Athlete,,Erik LINDH,Sweden
Table Tennis,seoul-1988,Singles women,Women,GOLD,Athlete,,Jing CHEN,People's Republic of China
Table Tennis,seoul-1988,Singles women,Women,SILVER,Athlete,,Hui-Fen LI,People's Republic of China
Table Tennis,seoul-1988,Singles women,Women,BRONZE,Athlete,,Zhi-Min JIAO,People's Republic of China
Table Tennis,seoul-1988,doubles women,Women,GOLD,GameTeam,Republic of Korea team,Jeong-Hwa Hyeon,Republic of Korea
Table Tennis,seoul-1988,doubles women,Women,GOLD,GameTeam,Republic of Korea team,Young-Ja YANG,Republic of Korea
Table Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,People's Republic of China team,Jing CHEN,People's Republic of China
Table Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,People's Republic of China team,Zhi-Min JIAO,People's Republic of China
Table Tennis,seoul-1988,doubles women,Women,BRONZE,GameTeam,Yugoslavia team,Gordana PERKUCIN,Yugoslavia
Table Tennis,seoul-1988,doubles women,Women,BRONZE,GameTeam,Yugoslavia team,Jasna REED,Yugoslavia
Ski Jumping,calgary-1988,Large Hill Individual men,Men,GOLD,Athlete,,Matti NYKANEN,Finland
Ski Jumping,calgary-1988,Large Hill Individual men,Men,SILVER,Athlete,,Erik JOHNSEN,Norway
Ski Jumping,calgary-1988,Large Hill Individual men,Men,BRONZE,Athlete,,Matjaz DEBELAK,Yugoslavia
Ski Jumping,calgary-1988,Teams men,Men,GOLD,GameTeam,Finland team,,Finland
Ski Jumping,calgary-1988,Teams men,Men,SILVER,GameTeam,Yugoslavia team,,Yugoslavia
Ski Jumping,calgary-1988,Teams men,Men,BRONZE,GameTeam,Norway team,,Norway
Ski Jumping,calgary-1988,Normal Hill Individual men,Men,GOLD,Athlete,,Matti NYKANEN,Finland
Ski Jumping,calgary-1988,Normal Hill Individual men,Men,SILVER,Athlete,,Pavel PLOC,Czechoslovakia
Ski Jumping,calgary-1988,Normal Hill Individual men,Men,BRONZE,Athlete,,Jiri MALEC,Czechoslovakia
Figure skating,calgary-1988,Individual men,Men,GOLD,Athlete,,Brian BOITANO,United States of America
Figure skating,calgary-1988,Individual men,Men,SILVER,Athlete,,Brian ORSER,Canada
Figure skating,calgary-1988,Individual men,Men,BRONZE,Athlete,,Viktor PETRENKO,Soviet Union
Figure skating,calgary-1988,Pairs mixed,Mixed,GOLD,GameTeam,Soviet Union team #1,Yekaterina GORDEYEVA,Soviet Union
Figure skating,calgary-1988,Pairs mixed,Mixed,GOLD,GameTeam,Soviet Union team #1,Sergey GRINKOV,Soviet Union
Figure skating,calgary-1988,Pairs mixed,Mixed,SILVER,GameTeam,Soviet Union team #2,Yelena VALOVA,Soviet Union
Figure skating,calgary-1988,Pairs mixed,Mixed,SILVER,GameTeam,Soviet Union team #2,Oleg VASILYEV,Soviet Union
Figure skating,calgary-1988,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,Jill WATSON,United States of America
Figure skating,calgary-1988,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,Peter OPPEGARD,United States of America
Figure skating,calgary-1988,Ice dancing mixed,Mixed,GOLD,GameTeam,Soviet Union team #1,Natalya BESTEMYANOVA,Soviet Union
Figure skating,calgary-1988,Ice dancing mixed,Mixed,GOLD,GameTeam,Soviet Union team #1,Andrey BUKIN,Soviet Union
Figure skating,calgary-1988,Ice dancing mixed,Mixed,SILVER,GameTeam,Soviet Union team #2,Marina KLIMOVA,Soviet Union
Figure skating,calgary-1988,Ice dancing mixed,Mixed,SILVER,GameTeam,Soviet Union team #2,Sergey PONOMARENKO,Soviet Union
Figure skating,calgary-1988,Ice dancing mixed,Mixed,BRONZE,GameTeam,Canada team #1,Tracy WILSON,Canada
Figure skating,calgary-1988,Ice dancing mixed,Mixed,BRONZE,GameTeam,Canada team #1,Robert MCCALL,Canada
Figure skating,calgary-1988,Individual women,Women,GOLD,Athlete,,Katarina WITT,German Democratic Republic (Germany)
Figure skating,calgary-1988,Individual women,Women,SILVER,Athlete,,Elizabeth MANLEY,Canada
Figure skating,calgary-1988,Individual women,Women,BRONZE,Athlete,,Debra THOMAS,United States of America
Nordic Combined,calgary-1988,Individual men,Men,GOLD,Athlete,,Hippolyt KEMPF,Switzerland
Nordic Combined,calgary-1988,Individual men,Men,SILVER,Athlete,,Klaus SULZENBACHER,Austria
Nordic Combined,calgary-1988,Individual men,Men,BRONZE,Athlete,,Allar LEVANDI,Soviet Union
Nordic Combined,calgary-1988,Team men,Men,GOLD,GameTeam,West Germany team,,Federal Republic of Germany
Nordic Combined,calgary-1988,Team men,Men,SILVER,GameTeam,Switzerland team,,Switzerland
Nordic Combined,calgary-1988,Team men,Men,BRONZE,GameTeam,Austria team,,Austria
Bobsleigh,calgary-1988,four-man men,Men,GOLD,GameTeam,Switzerland team #1,,Switzerland
Bobsleigh,calgary-1988,four-man men,Men,SILVER,GameTeam,East Germany team #1,,German Democratic Republic (Germany)
Bobsleigh,calgary-1988,four-man men,Men,BRONZE,GameTeam,Soviet Union team #2,,Soviet Union
Bobsleigh,calgary-1988,two-man men,Men,GOLD,GameTeam,Soviet Union team #1,Yanis KIPURS,Soviet Union
Bobsleigh,calgary-1988,two-man men,Men,GOLD,GameTeam,Soviet Union team #1,Vladimir KOSLOV,Soviet Union
Bobsleigh,calgary-1988,two-man men,Men,SILVER,GameTeam,East Germany team #1,Wolfgang HOPPE,German Democratic Republic (Germany)
Bobsleigh,calgary-1988,two-man men,Men,SILVER,GameTeam,East Germany team #1,Bogdan MUSIOL,German Democratic Republic (Germany)
Bobsleigh,calgary-1988,two-man men,Men,BRONZE,GameTeam,East Germany team #2,Bernhard LEHMANN,German Democratic Republic (Germany)
Bobsleigh,calgary-1988,two-man men,Men,BRONZE,GameTeam,East Germany team #2,Mario HOYER,German Democratic Republic (Germany)
Speed skating,calgary-1988,1500m women,Women,GOLD,Athlete,,Yvonne VAN GENNIP,Netherlands
Speed skating,calgary-1988,1500m women,Women,SILVER,Athlete,,Karin ENKE,German Democratic Republic (Germany)
Speed skating,calgary-1988,1500m women,Women,BRONZE,Athlete,,Andrea EHRIG,German Democratic Republic (Germany)
Speed skating,calgary-1988,500m men,Men,GOLD,Athlete,,Uwe-Jens MEY,German Democratic Republic (Germany)
Speed skating,calgary-1988,500m men,Men,SILVER,Athlete,,Jan YKEMA,Netherlands
Speed skating,calgary-1988,500m men,Men,BRONZE,Athlete,,Akira KUROIWA,Japan
Speed skating,calgary-1988,1500m men,Men,GOLD,Athlete,,Andre HOFFMANN,German Democratic Republic (Germany)
Speed skating,calgary-1988,1500m men,Men,SILVER,Athlete,,Eric FLAIM,United States of America
Speed skating,calgary-1988,1500m men,Men,BRONZE,Athlete,,Michael HADSCHIEFF,Austria
Speed skating,calgary-1988,5000m men,Men,GOLD,Athlete,,Tomas GUSTAFSON,Sweden
Speed skating,calgary-1988,5000m men,Men,SILVER,Athlete,,Leo VISSER,Netherlands
Speed skating,calgary-1988,5000m men,Men,BRONZE,Athlete,,Gerard KEMKERS,Netherlands
Speed skating,calgary-1988,1000m men,Men,GOLD,Athlete,,Nikolay GULYAEV,Soviet Union
Speed skating,calgary-1988,1000m men,Men,SILVER,Athlete,,Uwe-Jens MEY,German Democratic Republic (Germany)
Speed skating,calgary-1988,1000m men,Men,BRONZE,Athlete,,Igor ZHELEZOVSKY,Soviet Union
Speed skating,calgary-1988,3000m women,Women,GOLD,Athlete,,Yvonne VAN GENNIP,Netherlands
Speed skating,calgary-1988,3000m women,Women,SILVER,Athlete,,Andrea EHRIG,German Democratic Republic (Germany)
Speed skating,calgary-1988,3000m women,Women,BRONZE,Athlete,,Gabi ZANGE,German Democratic Republic (Germany)
Speed skating,calgary-1988,500m women,Women,GOLD,Athlete,,Bonnie BLAIR,United States of America
Speed skating,calgary-1988,500m women,Women,SILVER,Athlete,,Christa LUDING-ROTHENBURGER,German Democratic Republic (Germany)
Speed skating,calgary-1988,500m women,Women,BRONZE,Athlete,,Karin ENKE,German Democratic Republic (Germany)
Speed skating,calgary-1988,5000m women,Women,GOLD,Athlete,,Yvonne VAN GENNIP,Netherlands
Speed skating,calgary-1988,5000m women,Women,SILVER,Athlete,,Andrea EHRIG,German Democratic Republic (Germany)
Speed skating,calgary-1988,5000m women,Women,BRONZE,Athlete,,Gabi ZANGE,German Democratic Republic (Germany)
Speed skating,calgary-1988,1000m women,Women,GOLD,Athlete,,Christa LUDING-ROTHENBURGER,German Democratic Republic (Germany)
Speed skating,calgary-1988,1000m women,Women,SILVER,Athlete,,Karin ENKE,German Democratic Republic (Germany)
Speed skating,calgary-1988,1000m women,Women,BRONZE,Athlete,,Bonnie BLAIR,United States of America
Speed skating,calgary-1988,10000m men,Men,GOLD,Athlete,,Tomas GUSTAFSON,Sweden
Speed skating,calgary-1988,10000m men,Men,SILVER,Athlete,,Michael HADSCHIEFF,Austria
Speed skating,calgary-1988,10000m men,Men,BRONZE,Athlete,,Leo VISSER,Netherlands
Cross Country Skiing,calgary-1988,30km mass start men,Men,GOLD,Athlete,,Aleksey Prokurorov,Soviet Union
Cross Country Skiing,calgary-1988,30km mass start men,Men,SILVER,Athlete,,Vladimir SMIRNOV,Soviet Union
Cross Country Skiing,calgary-1988,30km mass start men,Men,BRONZE,Athlete,,Vegard ULVANG,Norway
Cross Country Skiing,calgary-1988,50km men,Men,GOLD,Athlete,,Gunde Anders SVAN,Sweden
Cross Country Skiing,calgary-1988,50km men,Men,SILVER,Athlete,,Maurilio DE ZOLT,Italy
Cross Country Skiing,calgary-1988,50km men,Men,BRONZE,Athlete,,Andi GRÜNENFELDER,Switzerland
Cross Country Skiing,calgary-1988,5km women,Women,GOLD,Athlete,,Marjo MATIKAINEN,Finland
Cross Country Skiing,calgary-1988,5km women,Women,SILVER,Athlete,,Tamara TIKHONOVA,Soviet Union
Cross Country Skiing,calgary-1988,5km women,Women,BRONZE,Athlete,,Vida VENCIENE,Soviet Union
Cross Country Skiing,calgary-1988,20km women,Women,GOLD,Athlete,,Tamara TIKHONOVA,Soviet Union
Cross Country Skiing,calgary-1988,20km women,Women,SILVER,Athlete,,Anfisa REZTSOVA,Soviet Union
Cross Country Skiing,calgary-1988,20km women,Women,BRONZE,Athlete,,Raisa SMETANINA,Soviet Union
Cross Country Skiing,calgary-1988,15km men,Men,GOLD,Athlete,,Mikhail DEVYATYAROV,Soviet Union
Cross Country Skiing,calgary-1988,15km men,Men,SILVER,Athlete,,Paal Gunnar MIKKELSPLASS,Norway
Cross Country Skiing,calgary-1988,15km men,Men,BRONZE,Athlete,,Vladimir SMIRNOV,Soviet Union
Cross Country Skiing,calgary-1988,Relay 4x10km men,Men,GOLD,GameTeam,Sweden team,,Sweden
Cross Country Skiing,calgary-1988,Relay 4x10km men,Men,SILVER,GameTeam,Soviet Union team,,Soviet Union
Cross Country Skiing,calgary-1988,Relay 4x10km men,Men,BRONZE,GameTeam,Czechoslovakia team,,Czechoslovakia
Cross Country Skiing,calgary-1988,10km women,Women,GOLD,Athlete,,Vida VENCIENE,Soviet Union
Cross Country Skiing,calgary-1988,10km women,Women,SILVER,Athlete,,Raisa SMETANINA,Soviet Union
Cross Country Skiing,calgary-1988,10km women,Women,BRONZE,Athlete,,Marjo MATIKAINEN,Finland
Cross Country Skiing,calgary-1988,Relay 4x5km women,Women,GOLD,GameTeam,Soviet Union team,,Soviet Union
Cross Country Skiing,calgary-1988,Relay 4x5km women,Women,SILVER,GameTeam,Norway team,,Norway
Cross Country Skiing,calgary-1988,Relay 4x5km women,Women,BRONZE,GameTeam,Finland team,,Finland
Ice Hockey,calgary-1988,ice hockey men,Men,GOLD,GameTeam,Soviet Union team,,Soviet Union
Ice Hockey,calgary-1988,ice hockey men,Men,SILVER,GameTeam,Finland team,,Finland
Ice Hockey,calgary-1988,ice hockey men,Men,BRONZE,GameTeam,Sweden team,,Sweden
Biathlon,calgary-1988,10km men,Men,GOLD,Athlete,,Frank-Peter ROETSCH,German Democratic Republic (Germany)
Biathlon,calgary-1988,10km men,Men,SILVER,Athlete,,Valery MEDVEDTSEV,Soviet Union
Biathlon,calgary-1988,10km men,Men,BRONZE,Athlete,,Sergey Chepikov,Soviet Union
Biathlon,calgary-1988,20km men,Men,GOLD,Athlete,,Frank-Peter ROETSCH,German Democratic Republic (Germany)
Biathlon,calgary-1988,20km men,Men,SILVER,Athlete,,Valery MEDVEDTSEV,Soviet Union
Biathlon,calgary-1988,20km men,Men,BRONZE,Athlete,,Johann PASSLER,Italy
Biathlon,calgary-1988,4x75km relay men,Men,GOLD,GameTeam,Soviet Union team,,Soviet Union
Biathlon,calgary-1988,4x75km relay men,Men,SILVER,GameTeam,West Germany team,,Federal Republic of Germany
Biathlon,calgary-1988,4x75km relay men,Men,BRONZE,GameTeam,Italy team,,Italy
Luge,calgary-1988,Singles men,Men,GOLD,Athlete,,Jens MUELLER,German Democratic Republic (Germany)
Luge,calgary-1988,Singles men,Men,SILVER,Athlete,,Georg HACKL,Federal Republic of Germany
Luge,calgary-1988,Singles men,Men,BRONZE,Athlete,,Yury KHARCHENKO,Soviet Union
Luge,calgary-1988,Doubles mixed,Open,GOLD,GameTeam,East Germany team #1,Jörg HOFFMANN,German Democratic Republic (Germany)
Luge,calgary-1988,Doubles mixed,Open,GOLD,GameTeam,East Germany team #1,Jochen PIETZSCH,German Democratic Republic (Germany)
Luge,calgary-1988,Doubles mixed,Open,SILVER,GameTeam,East Germany team #2,Stefan KRAUSSE,German Democratic Republic (Germany)
Luge,calgary-1988,Doubles mixed,Open,SILVER,GameTeam,East Germany team #2,Jan BEHRENDT,German Democratic Republic (Germany)
Luge,calgary-1988,Doubles mixed,Open,BRONZE,GameTeam,West Germany team #1,Thomas SCHWAB,Federal Republic of Germany
Luge,calgary-1988,Doubles mixed,Open,BRONZE,GameTeam,West Germany team #1,Wolfgang STAUDINGER,Federal Republic of Germany
Luge,calgary-1988,Singles women,Women,GOLD,Athlete,,Steffi WALTER,German Democratic Republic (Germany)
Luge,calgary-1988,Singles women,Women,SILVER,Athlete,,Ute OBERHOFFNER,German Democratic Republic (Germany)
Luge,calgary-1988,Singles women,Women,BRONZE,Athlete,,Cerstin SCHMIDT,German Democratic Republic (Germany)
Alpine Skiing,calgary-1988,super-G men,Men,GOLD,Athlete,,Franck PICCARD,France
Alpine Skiing,calgary-1988,super-G men,Men,SILVER,Athlete,,Helmut MAYER,Austria
Alpine Skiing,calgary-1988,super-G men,Men,BRONZE,Athlete,,Lars-Börje ERIKSSON,Sweden
Alpine Skiing,calgary-1988,downhill women,Women,GOLD,Athlete,,Marina KIEHL,Federal Republic of Germany
Alpine Skiing,calgary-1988,downhill women,Women,SILVER,Athlete,,Brigitte OERTLI,Switzerland
Alpine Skiing,calgary-1988,downhill women,Women,BRONZE,Athlete,,Karen PERCY,Canada
Alpine Skiing,calgary-1988,slalom women,Women,GOLD,Athlete,,Vreni SCHNEIDER,Switzerland
Alpine Skiing,calgary-1988,slalom women,Women,SILVER,Athlete,,Mateja SVET,Yugoslavia
Alpine Skiing,calgary-1988,slalom women,Women,BRONZE,Athlete,,Christa KINSHOFER GUETHLEIN,Federal Republic of Germany
Alpine Skiing,calgary-1988,giant slalom women,Women,GOLD,Athlete,,Vreni SCHNEIDER,Switzerland
Alpine Skiing,calgary-1988,giant slalom women,Women,SILVER,Athlete,,Christa KINSHOFER GUETHLEIN,Federal Republic of Germany
Alpine Skiing,calgary-1988,giant slalom women,Women,BRONZE,Athlete,,Maria WALLISER,Switzerland
Alpine Skiing,calgary-1988,slalom men,Men,GOLD,Athlete,,Alberto TOMBA,Italy
Alpine Skiing,calgary-1988,slalom men,Men,SILVER,Athlete,,Frank WÖRNDL,Federal Republic of Germany
Alpine Skiing,calgary-1988,slalom men,Men,BRONZE,Athlete,,Paul FROMMELT,Liechtenstein
Alpine Skiing,calgary-1988,super-G women,Women,GOLD,Athlete,,Sigrid WOLF,Austria
Alpine Skiing,calgary-1988,super-G women,Women,SILVER,Athlete,,Michela FIGINI,Switzerland
Alpine Skiing,calgary-1988,super-G women,Women,BRONZE,Athlete,,Karen PERCY,Canada
Alpine Skiing,calgary-1988,alpine combined women,Women,GOLD,Athlete,,Anita WACHTER,Austria
Alpine Skiing,calgary-1988,alpine combined women,Women,SILVER,Athlete,,Brigitte OERTLI,Switzerland
Alpine Skiing,calgary-1988,alpine combined women,Women,BRONZE,Athlete,,Maria WALLISER,Switzerland
Alpine Skiing,calgary-1988,alpine combined men,Men,GOLD,Athlete,,Hubert STROLZ,Austria
Alpine Skiing,calgary-1988,alpine combined men,Men,SILVER,Athlete,,Bernhard GSTREIN,Austria
Alpine Skiing,calgary-1988,alpine combined men,Men,BRONZE,Athlete,,Paul ACCOLA,Switzerland
Alpine Skiing,calgary-1988,giant slalom men,Men,GOLD,Athlete,,Alberto TOMBA,Italy
Alpine Skiing,calgary-1988,giant slalom men,Men,SILVER,Athlete,,Hubert STROLZ,Austria
Alpine Skiing,calgary-1988,giant slalom men,Men,BRONZE,Athlete,,Pirmin ZURBRIGGEN,Switzerland
Alpine Skiing,calgary-1988,downhill men,Men,GOLD,Athlete,,Pirmin ZURBRIGGEN,Switzerland
Alpine Skiing,calgary-1988,downhill men,Men,SILVER,Athlete,,Peter MÜLLER,Switzerland
Alpine Skiing,calgary-1988,downhill men,Men,BRONZE,Athlete,,Franck PICCARD,France
Fencing,los-angeles-1984,foil individual women,Women,GOLD,Athlete,,Jujie LUAN,People's Republic of China
Fencing,los-angeles-1984,foil individual women,Women,SILVER,Athlete,,Cornelia HANISCH,Federal Republic of Germany
Fencing,los-angeles-1984,foil individual women,Women,BRONZE,Athlete,,Dorina VACCARONI,Italy
Fencing,los-angeles-1984,foil team men,Men,GOLD,GameTeam,Italy team,,Italy
Fencing,los-angeles-1984,foil team men,Men,SILVER,GameTeam,West Germany team,,Federal Republic of Germany
Fencing,los-angeles-1984,foil team men,Men,BRONZE,GameTeam,France team,,France
